id_annotation	id_annotator	caption	url	cb0	cb1	cb2	cb3	cb4	cb5	cb6	other	cbWhen	cbHow	cbWhere	Identification	source	cbBrokenImg	cbMetaGood	cbMetaBad	cbVisible1	cbVisible2	cbVisible3	cbVisible4	cbVisible5	cbSubjectiveBad	cbSubjectiveGood	cbStory1	cbStory2	cbStory3	cbStory4	cbStory5
219	2	the stairs to the church of person	http://l7.alamy.com/zooms/736194d49d9f47d281055b7cc963d108/stairs-to-the-church-of-monte-madeira-jee4yj.jpg	0	1	0	0	1	0	0		0	0	0	0	Action24	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
220	2	children having fun in the mud	https://blog.tracks4africa.co.za/wp-content/uploads/2015/09/IMG_0334-Copy.jpg	0	1	0	1	0	0	0		0	0	0	0	Subjective991	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
221	2	ships in the harbour by painting artist	https://i2-prod.walesonline.co.uk/incoming/article10566569.ece/ALTERNATES/s615b/traf.jpg	1	1	0	0	0	0	0		0	0	1	0	Meta257	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
222	2	country cottage in the snow	http://l7.alamy.com/zooms/29e470076b7b4736a21ba76cf81cdcce/picket-fence-and-the-scarborough-historic-museum-in-thomson-memorial-b79p2k.jpg	0	1	0	0	0	0	0		0	0	0	0	True226	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
223	2	file photo dated in a supermarket .	http://l7.alamy.com/zooms/4c1a8feacf0d4f6684b1f368fd2c4817/goya-hispanic-canned-beans-in-a-supermarket-in-new-york-are-seen-on-cwhp2g.jpg	1	0	0	0	0	0	0		0	1	1	0	Action492	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
224	2	person in the conference room .	http://www.mysuburbanlife.com/_internal/cimg!0/ot9fo036mie7w6a7gcyrqw5sexy3dn7	1	1	0	0	0	0	0		0	1	0	0	Meta824	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
225	2	noble person and person attend an event .	https://i.pinimg.com/736x/10/6d/a7/106da71369f0d788f3138462f21a7989--monaco-grand-prix-formula-.jpg	1	1	1	0	0	0	0		0	1	0	0	Meta783	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
226	2	soccer player scores his sides first goal during the match .	http://footballteamsheet.com/wp-content/uploads/2016/10/De-Bruyne-goal-vs-Manchester-United.jpg	0	0	0	0	0	0	0		0	0	0	0	Action243	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227	2	father and son spending time together in the living room at home	https://static.lgamerica.com/assets/images/content/stock-images/dad-son-2x.jpg	1	1	1	0	0	0	0		0	1	0	0	Meta433	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
228	2	detail of a painting by painting artist	https://i.pinimg.com/736x/a8/08/79/a8087911dbea759511ab87cd8a38b69b--balestra-italian-painters.jpg	1	1	0	0	1	0	0		0	0	1	0	Meta806	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
229	2	a view of the rolling hills	http://l7.alamy.com/zooms/7a1006182d8e4841a7a15fb280208b26/view-of-green-fields-from-the-quantock-hills-somerset-with-blue-sky-de3frg.jpg	1	1	0	0	0	0	0		0	0	1	0	Action982	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
230	2	abstract wave on a white background	https://media.gettyimages.com/photos/pale-blue-and-green-abstract-waves-on-a-white-background-picture-id183852244?b=1&k=6&m=183852244&s=612x612&w=0&h=oY_D1SYnI-prJaHWCjdmVaKk_jJWqguP5ydlNbPgAss=	1	1	0	0	0	0	0		0	0	1	0	Meta274	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
231	2	english civil parish is a market town and civil parish	http://l7.alamy.com/zooms/2831700153384ecdab0e9ac160906c5f/road-junction-in-the-centre-of-glossopderbyshire-d9wmak.jpg	0	1	0	0	1	0	0		0	0	0	0	Story627	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
232	2	happy family lying on the floor	http://l7.alamy.com/zooms/2c839fce77b141f286f2323f717ce945/four-friends-standing-with-their-arms-around-each-other-bnwpek.jpg	1	1	1	1	0	0	0		0	1	0	0	Action521	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
233	2	old trees in the forest	http://l7.alamy.com/zooms/93c694ab351140abb30fac0d0ba5c099/old-trees-in-the-lakes-shore-virgin-forests-of-montenegro-mountains-fj6mb7.jpg	1	1	0	0	0	0	0		0	1	0	0	Action317	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
234	2	stack of old books on a white background	http://l7.alamy.com/zooms/990ca95fd28e45eab03494d61b2dd08f/an-apple-on-a-stack-of-paper-close-up-c3kf2m.jpg	1	1	0	0	0	0	0		0	0	1	0	Meta346	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
235	2	christmas decorations on a white background	http://l7.alamy.com/zooms/fbb4f1ded4bd4cf7a60732d2a496ec7f/red-christmas-bauble-above-a-wreath-made-of-twigs-and-illuminated-fbc08w.jpg	1	1	0	0	0	0	0		0	0	1	0	Story43	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
236	2	i would love to have a room like this !	https://odis.homeaway.com/odis/listing/77f1d13a-8282-470a-b730-3925d3ffff10.c10.jpg	0	0	0	1	1	0	0		0	0	0	0	Subjective1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
237	2	a view of the bay	https://emmastafford1.files.wordpress.com/2014/06/king_johns_castle_web_1.jpg?w=645&h=417	1	1	0	0	0	0	0		0	0	1	0	Action148	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
238	2	this is the neon lights .	https://media.gettyimages.com/photos/view-of-the-marquee-at-radio-city-music-hall-on-june-10-2017-in-new-picture-id695310260?s=612x612	0	1	0	0	1	0	0		0	0	0	0	Subjective174	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
239	2	a man sits on a boat watching the sunset	https://media.gettyimages.com/photos/fisherman-steering-his-fishing-boat-on-the-red-sea-picture-id477946919	0	0	0	0	0	0	0		0	0	0	0	Action476	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240	2	crowds of people walking on the beach	http://l7.alamy.com/zooms/01a4d5203b9743c99d4529ab9dbbb338/people-celebrate-during-the-music-festival-woodstockstation-in-kostrzynpoland-d69a5j.jpg	1	1	1	0	0	0	0		0	1	0	0	True172	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
241	2	flower arrangement in a glass vase	https://www.italflorist.com/JPGs/flowers/B4-4114.jpg	0	1	0	0	0	0	0		0	0	0	0	Meta450	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
242	2	portrait of a chef with chicken in hand	http://l7.alamy.com/zooms/4109e5fcd07547b1b24ef94d3f191472/chef-holding-a-boiling-hen-sitting-in-a-pot-dgww5p.jpg	1	1	0	0	0	0	0		0	0	1	0	Meta589	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
243	2	the logo is shown in this undated file photo .	http://nucleo.com.au/content/uploads/2015/10/google-700x700.jpg	0	0	0	0	0	0	1	text	0	0	0	0	True678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
244	2	rugby player is tackled during the round match .	https://media.gettyimages.com/photos/ty-vickery-stretches-with-teammates-during-a-richmond-tigers-afl-at-picture-id487251104?k=6&m=487251104&s=612x612&w=0&h=7Av2O5pVI6j1ABR7GSRFPcjU2CuB8XHKB0WfDHd7jY4=	1	1	0	0	0	0	0		1	0	0	0	True479	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
245	2	croissant and pastries in a basket	http://l7.alamy.com/zooms/8dedbf9ea7d9431ba7d54cc0661fce9e/italian-breakfast-at-the-bar-croissant-with-chocolate-dahtr0.jpg	0	1	0	0	0	0	0		0	0	0	0	Action502	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
246	2	day of the dead drawing	https://i.pinimg.com/736x/aa/d8/52/aad85285c177a0106df73047e9d8bbcd--the-mexican-mexican-art.jpg	0	1	0	0	0	0	0		0	0	0	0	True885	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
247	2	tourist attraction during the daytime	https://media.gettyimages.com/photos/houses-in-the-french-quarter-of-new-orleans-louisiana-wear-special-picture-id494271934?k=6&m=494271934&s=612x612&w=0&h=zYd9X2HfaC2wPlEUZ_-iesB2V6XZJGsDGVcX66suvsw=	1	1	0	0	0	0	0		1	0	0	0	Meta907	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
248	2	a mural depicting scenes from history	http://l7.alamy.com/zooms/9591fe2011d4465cb38159f6e5a4bd64/mural-by-diego-rivers-depicting-the-history-of-mexico-national-palace-bpmccm.jpg	0	1	0	0	1	0	0		0	0	0	0	Meta774	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
249	2	the man in the gym	https://ak2.picdn.net/shutterstock/videos/26181212/thumb/1.jpg	1	1	0	0	0	0	0		0	1	0	0	True663	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
250	2	traffic makes its way along road .	https://ak1.picdn.net/shutterstock/videos/10802021/thumb/1.jpg	1	1	1	0	0	0	0		0	1	0	0	Story46	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
251	2	a city is the capital city	http://l7.alamy.com/zooms/e541b352fde14532bcc191cf632cfa51/people-washing-in-the-ocean-howrah-bridge-in-background-calcutta-india-bmknf2.jpg	0	0	0	0	1	0	0		0	0	0	0	Story638	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
252	2	hard rock artist performs during festival	https://media.gettyimages.com/photos/zakk-wylde-with-a-gibson-les-paul-custom-zakk-wild-signature-electric-picture-id150704583?s=612x612	1	1	1	0	0	0	0		1	0	0	0	True326	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
253	2	hip hop artist makes an appearance .	https://media.gettyimages.com/photos/blue-singer-simon-webbe-performs-solo-tracks-and-blue-hits-at-weekly-picture-id56882449	0	1	1	0	0	0	0		0	0	0	0	Story981	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
254	2	the boys enjoying the snow .	http://nnimgt-a.akamaihd.net/transform/v1/crop/frm/342N54ExNnUCDyWzghgYbSC/cd538c73-466c-4e05-8202-0892dceb8a44.jpg/r401_321_5388_3369_w1200_h678_fmax.jpg	0	1	0	1	1	0	0		0	0	0	0	Action275	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
255	2	armed force at the opening ceremony	https://media.gettyimages.com/photos/march-of-tourists-during-a-tourist-welcoming-ceremony-as-they-get-off-picture-id510823576?s=612x612	1	1	0	0	0	0	0		0	1	0	0	Meta741	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
256	2	baseball player slides into home plate during a game	https://media.gettyimages.com/photos/jackie-robinson-brooklyn-dodgers-tries-to-steal-home-during-world-picture-id97277180	1	1	1	0	0	0	0		1	0	0	0	Meta886	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
257	2	man and person attend event .	https://i.pinimg.com/736x/16/47/04/1647041af97c5ae325dc6836f527d135.jpg	1	1	1	0	0	0	0		0	1	0	0	True623	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
258	2	flowers that look like something else bored panda	https://i.pinimg.com/736x/ed/c7/18/edc718ffde0dad346b99af3be4eb5c6b--strange-places-splash-of-color.jpg	0	1	0	0	1	0	0		0	0	0	0	Subjective918	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
259	2	this car was struck by a car .	https://cdn.newsday.com/polopoly_fs/1.13310804.1490356093!/httpImage/image.jpeg_gen/derivatives/landscape_768/image.jpeg	0	1	0	0	1	0	0		0	0	0	0	Subjective150	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
260	2	dog sleeping on a porch	http://l7.alamy.com/zooms/f5c5ec7f86fc40c589c63420f081c36b/cute-dog-relaxing-on-the-ground-hiding-in-the-shade-fb2894.jpg	1	1	1	0	0	0	0		0	1	0	0	Meta416	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
261	3	digital art selected for the #	https://media.istockphoto.com/photos/digital-3d-illustration-of-a-creepy-creature-picture-id891451256?k=6&m=891451256&s=612x612&w=0&h=3877Hts0WcRA8F-dAZXvOSDXSOK-OGwSZ349Qhg0B3I=	0	1	0	0	0	0	0		0	0	0	0	Meta266	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
262	3	cute little girl with a flower crown	http://www.melissajill.com/images/content/Why-Have-a-Photobooth_05.jpg	0	1	0	1	0	0	0		0	0	0	0	Subjective866	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
263	3	pretty girl listening music on headphones in the living room	https://ak5.picdn.net/shutterstock/videos/26231585/thumb/1.jpg	1	1	0	1	0	0	0		0	1	0	0	Story900	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
264	3	children having fun in the mud	https://blog.tracks4africa.co.za/wp-content/uploads/2015/09/IMG_0334-Copy.jpg	0	1	0	1	0	0	0		0	0	0	0	Subjective991	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
265	3	country cottage in the snow	http://l7.alamy.com/zooms/29e470076b7b4736a21ba76cf81cdcce/picket-fence-and-the-scarborough-historic-museum-in-thomson-memorial-b79p2k.jpg	0	1	0	0	0	0	0		0	0	0	0	True226	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
266	3	file photo dated in a supermarket .	http://l7.alamy.com/zooms/4c1a8feacf0d4f6684b1f368fd2c4817/goya-hispanic-canned-beans-in-a-supermarket-in-new-york-are-seen-on-cwhp2g.jpg	1	1	0	0	0	0	0		0	1	0	0	Action492	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
267	3	abstract wave on a white background	https://media.gettyimages.com/photos/pale-blue-and-green-abstract-waves-on-a-white-background-picture-id183852244?b=1&k=6&m=183852244&s=612x612&w=0&h=oY_D1SYnI-prJaHWCjdmVaKk_jJWqguP5ydlNbPgAss=	0	1	0	0	0	0	0		0	0	0	0	Meta274	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
268	3	happy family lying on the floor	http://l7.alamy.com/zooms/2c839fce77b141f286f2323f717ce945/four-friends-standing-with-their-arms-around-each-other-bnwpek.jpg	0	1	0	1	0	0	0		0	0	0	0	Action521	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
269	3	old trees in the forest	http://l7.alamy.com/zooms/93c694ab351140abb30fac0d0ba5c099/old-trees-in-the-lakes-shore-virgin-forests-of-montenegro-mountains-fj6mb7.jpg	1	1	0	0	0	0	0		0	1	0	0	Action317	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
270	3	stack of old books on a white background	http://l7.alamy.com/zooms/990ca95fd28e45eab03494d61b2dd08f/an-apple-on-a-stack-of-paper-close-up-c3kf2m.jpg	1	1	0	0	0	0	0		0	0	1	0	Meta346	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
271	3	christmas decorations on a white background	http://l7.alamy.com/zooms/fbb4f1ded4bd4cf7a60732d2a496ec7f/red-christmas-bauble-above-a-wreath-made-of-twigs-and-illuminated-fbc08w.jpg	1	1	0	0	0	0	0		0	0	1	0	Story43	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
272	3	a view of the bay	https://emmastafford1.files.wordpress.com/2014/06/king_johns_castle_web_1.jpg?w=645&h=417	1	1	0	0	0	0	0		0	0	1	0	Action148	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
273	3	crowds of people walking on the beach	http://l7.alamy.com/zooms/01a4d5203b9743c99d4529ab9dbbb338/people-celebrate-during-the-music-festival-woodstockstation-in-kostrzynpoland-d69a5j.jpg	1	1	1	0	0	0	0		0	1	0	0	True172	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
274	3	flower arrangement in a glass vase	https://www.italflorist.com/JPGs/flowers/B4-4114.jpg	0	1	0	0	0	0	0		0	0	0	0	Meta450	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
275	3	portrait of a chef with chicken in hand	http://l7.alamy.com/zooms/4109e5fcd07547b1b24ef94d3f191472/chef-holding-a-boiling-hen-sitting-in-a-pot-dgww5p.jpg	1	1	0	0	0	0	0		0	0	1	0	Meta589	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
276	3	the logo is shown in this undated file photo .	http://nucleo.com.au/content/uploads/2015/10/google-700x700.jpg	0	1	0	0	1	0	0		0	0	0	0	True678	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
277	3	rugby player is tackled during the round match .	https://media.gettyimages.com/photos/ty-vickery-stretches-with-teammates-during-a-richmond-tigers-afl-at-picture-id487251104?k=6&m=487251104&s=612x612&w=0&h=7Av2O5pVI6j1ABR7GSRFPcjU2CuB8XHKB0WfDHd7jY4=	1	1	1	0	1	0	0		1	1	0	0	True479	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0
278	3	croissant and pastries in a basket	http://l7.alamy.com/zooms/8dedbf9ea7d9431ba7d54cc0661fce9e/italian-breakfast-at-the-bar-croissant-with-chocolate-dahtr0.jpg	0	1	0	0	0	0	0		0	0	0	0	Action502	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
279	3	day of the dead drawing	https://i.pinimg.com/736x/aa/d8/52/aad85285c177a0106df73047e9d8bbcd--the-mexican-mexican-art.jpg	0	1	0	0	1	0	0		0	0	0	0	True885	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
280	3	tourist attraction during the daytime	https://media.gettyimages.com/photos/houses-in-the-french-quarter-of-new-orleans-louisiana-wear-special-picture-id494271934?k=6&m=494271934&s=612x612&w=0&h=zYd9X2HfaC2wPlEUZ_-iesB2V6XZJGsDGVcX66suvsw=	1	1	0	0	0	0	0		1	1	0	0	Meta907	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
281	3	a mural depicting scenes from history	http://l7.alamy.com/zooms/9591fe2011d4465cb38159f6e5a4bd64/mural-by-diego-rivers-depicting-the-history-of-mexico-national-palace-bpmccm.jpg	0	1	0	0	1	0	0		0	0	0	0	Meta774	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
282	3	the man in the gym	https://ak2.picdn.net/shutterstock/videos/26181212/thumb/1.jpg	1	1	0	0	0	0	0		0	1	0	0	True663	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
283	3	traffic makes its way along road .	https://ak1.picdn.net/shutterstock/videos/10802021/thumb/1.jpg	0	1	0	0	0	0	0		0	0	0	0	Story46	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
284	3	a city is the capital city	http://l7.alamy.com/zooms/e541b352fde14532bcc191cf632cfa51/people-washing-in-the-ocean-howrah-bridge-in-background-calcutta-india-bmknf2.jpg	0	1	0	0	1	0	0		0	0	0	0	Story638	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
285	3	hard rock artist performs during festival	https://media.gettyimages.com/photos/zakk-wylde-with-a-gibson-les-paul-custom-zakk-wild-signature-electric-picture-id150704583?s=612x612	1	1	0	0	0	0	0		1	1	0	0	True326	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
286	3	hip hop artist makes an appearance .	https://media.gettyimages.com/photos/blue-singer-simon-webbe-performs-solo-tracks-and-blue-hits-at-weekly-picture-id56882449	0	1	0	0	1	0	0		0	0	0	0	Story981	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
287	3	the boys enjoying the snow .	http://nnimgt-a.akamaihd.net/transform/v1/crop/frm/342N54ExNnUCDyWzghgYbSC/cd538c73-466c-4e05-8202-0892dceb8a44.jpg/r401_321_5388_3369_w1200_h678_fmax.jpg	0	1	0	0	0	0	0		0	0	0	0	Action275	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
288	3	armed force at the opening ceremony	https://media.gettyimages.com/photos/march-of-tourists-during-a-tourist-welcoming-ceremony-as-they-get-off-picture-id510823576?s=612x612	1	1	0	0	1	0	0		1	1	0	0	Meta741	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0
289	3	baseball player slides into home plate during a game	https://media.gettyimages.com/photos/jackie-robinson-brooklyn-dodgers-tries-to-steal-home-during-world-picture-id97277180	1	1	1	0	1	0	0		1	1	0	0	Meta886	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
290	3	man and person attend event .	https://i.pinimg.com/736x/16/47/04/1647041af97c5ae325dc6836f527d135.jpg	1	1	0	0	0	0	0		0	1	0	0	True623	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
291	3	flowers that look like something else bored panda	https://i.pinimg.com/736x/ed/c7/18/edc718ffde0dad346b99af3be4eb5c6b--strange-places-splash-of-color.jpg	0	1	0	1	0	0	0		0	0	0	0	Subjective918	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
